Test Time / s,Voltage / V,Current / A,Unix Time / s,Cycle Count / 1,Step Index / 1,Charging Capacity / Ah,Discharging Capacity / Ah,Protocol Name / 1,Step Type / 1,Maximum Cell Temperature / degC,External Temperature / degC,data_point,step_time
271180.00000000006,3.44173000092159,-0.0605515800906498,271180.0,2,2,0.00013207813407273001,0.0,A with temperature: 15,charge,15.4468183960336,15,706,7852.499999999942
271239.9999999999,3.44275059440407,-0.0605515800906498,271240.0,2,2,0.000133087327074241,0.0,A with temperature: 15,charge,15.4473671699331,15,707,7912.499999999767
271299.99999999994,3.44373522659896,-0.0605515800906498,271300.0,2,2,0.00013409652007575102,0.0,A with temperature: 15,charge,15.4478403034491,15,708,7972.499999999825
271360.00000000006,3.44472648617878,-0.0605515800906498,271360.0,2,2,0.00013510571307726198,0.0,A with temperature: 15,charge,15.4482992157174,15,709,8032.499999999942
271419.9999999998,3.44574520288795,-0.0605515800906498,271420.0,2,2,0.000136114906078773,0.0,A with temperature: 15,charge,15.4487807731896,15,710,8092.499999999709
271479.99999999994,3.44678699864696,-0.0605515800906498,271480.0,2,2,0.000137124099080284,0.0,A with temperature: 15,charge,15.449334628215,15,711,8152.499999999825
271540.0000000001,3.44824468681043,-0.0605515800906498,271540.0,2,2,0.000138133292081795,0.0,A with temperature: 15,charge,15.4502341010739,15,712,8212.5
271599.9999999998,3.45069844902978,-0.0605515800906498,271600.0,2,2,0.00013914248508330602,0.0,A with temperature: 15,charge,15.4541965789946,15,713,8272.499999999709
271659.99999999994,3.45328556269567,-0.0605515800906498,271660.0,2,2,0.00014015167808481598,0.0,A with temperature: 15,charge,15.4599615327726,15,714,8332.499999999825
271720.0000000001,3.45607115157379,-0.0605515800906498,271720.0,2,2,0.000141160871086327,0.0,A with temperature: 15,charge,15.4669800888128,15,715,8392.5
271779.9999999998,3.46196760690156,-0.0605515800906498,271780.0,2,2,0.000142170064087838,0.0,A with temperature: 15,charge,15.4768037103441,15,716,8452.499999999709
271840.0,3.46760673139145,-0.0605515800906498,271840.0,2,2,0.000143179257089349,0.0,A with temperature: 15,charge,15.4879146221848,15,717,8512.499999999884
