Test Time / h,Current / A,Voltage / V,Protocol Name / 1,Step Type / 1,Cycle Count / 1,Step Index / 1,Charge Capacity / Ah,Discharge Capacity / Ah,Maximum Cell Temperature / degC,External Temperature / degC
90.11111111,0,3.008271958,A with temperature: 45,rest,5,1,0,0,38.19867071,45
90.12777778,0,3.008528432,A with temperature: 45,rest,5,1,0,0,39.96605412,45
90.14444444,0,3.008829189,A with temperature: 45,rest,5,1,0,0,41.25146063,45
90.16111111,0,3.009151711,A with temperature: 45,rest,5,1,0,0,42.20601405,45
90.17777778,0,3.00948073,A with temperature: 45,rest,5,1,0,0,42.91718721,45
90.19444444,0,3.009806294,A with temperature: 45,rest,5,1,0,0,43.44741926,45
90.21111111,0,3.010122178,A with temperature: 45,rest,5,1,0,0,43.84280775,45
90.22777778,0,3.010424705,A with temperature: 45,rest,5,1,0,0,44.13764619,45
90.24444444,0,3.010711922,A with temperature: 45,rest,5,1,0,0,44.35749585,45
90.26111111,0,3.01098301,A with temperature: 45,rest,5,1,0,0,44.52141877,45
90.27777778,0,3.01123782,A with temperature: 45,rest,5,1,0,0,44.64363134,45
90.29444444,0,3.011476894,A with temperature: 45,rest,5,1,0,0,44.73473796,45
90.31111111,0,3.011700792,A with temperature: 45,rest,5,1,0,0,44.80264722,45
90.32777778,0,3.011910322,A with temperature: 45,rest,5,1,0,0,44.85325761,45
90.34444444,0,3.012106367,A with temperature: 45,rest,5,1,0,0,44.89096885,45
90.36111111,-0.06055158,3.189275935,A with temperature: 45,charge,5,2,0,0,44.91499239,45
90.37777778,-0.06055158,3.204086882,A with temperature: 45,charge,5,2,0.001009193,0,44.93642111,45
90.39444444,-0.06055158,3.217025485,A with temperature: 45,charge,5,2,0.002018386,0,44.95687219,45
90.41111111,-0.06055158,3.228892809,A with temperature: 45,charge,5,2,0.003027579,0,44.97650279,45
90.42777778,-0.06055158,3.240085771,A with temperature: 45,charge,5,2,0.004036772,0,44.99548309,45
90.44444444,-0.06055158,3.250831443,A with temperature: 45,charge,5,2,0.005045965,0,45.01459088,45
90.46111111,-0.06055158,3.261057509,A with temperature: 45,charge,5,2,0.006055158,0,45.03315163,45
90.47777778,-0.06055158,3.271018323,A with temperature: 45,charge,5,2,0.007064351,0,45.05062109,45
90.49444444,-0.06055158,3.280806996,A with temperature: 45,charge,5,2,0.008073544,0,45.06699285,45
90.51111111,-0.06055158,3.288954421,A with temperature: 45,charge,5,2,0.009082737,0,45.08223024,45
90.52777778,-0.06055158,3.291136933,A with temperature: 45,charge,5,2,0.01009193,0,45.09390239,45
90.54444444,-0.06055158,3.293332926,A with temperature: 45,charge,5,2,0.011101123,0,45.1029245,45
90.56111111,-0.06055158,3.295528837,A with temperature: 45,charge,5,2,0.012110316,0,45.10998141,45
90.57777778,-0.06055158,3.297739911,A with temperature: 45,charge,5,2,0.013119509,0,45.11560411,45
90.59444444,-0.06055158,3.299966866,A with temperature: 45,charge,5,2,0.014128702,0,45.12018649,45
90.61111111,-0.06055158,3.302209624,A with temperature: 45,charge,5,2,0.015137895,0,45.12402002,45
90.62777778,-0.06055158,3.304486061,A with temperature: 45,charge,5,2,0.016147088,0,45.12763497,45
90.64444444,-0.06055158,3.306798183,A with temperature: 45,charge,5,2,0.017156281,0,45.1314705,45
90.66111111,-0.06055158,3.309119609,A with temperature: 45,charge,5,2,0.018165474,0,45.1353948,45
90.67777778,-0.06055158,3.311458019,A with temperature: 45,charge,5,2,0.019174667,0,45.13944761,45
90.69444444,-0.06055158,3.313776245,A with temperature: 45,charge,5,2,0.02018386,0,45.14394049,45
90.71111111,-0.06055158,3.315518704,A with temperature: 45,charge,5,2,0.021193053,0,45.14878973,45
90.72777778,-0.06055158,3.317167746,A with temperature: 45,charge,5,2,0.022202246,0,45.15393097,45
90.74444444,-0.06055158,3.318830612,A with temperature: 45,charge,5,2,0.023211439,0,45.15929858,45
90.76111111,-0.06055158,3.320502548,A with temperature: 45,charge,5,2,0.024220632,0,45.16478632,45
90.77777778,-0.06055158,3.322183493,A with temperature: 45,charge,5,2,0.025229825,0,45.17032279,45
90.79444444,-0.06055158,3.323875426,A with temperature: 45,charge,5,2,0.026239018,0,45.17589794,45
90.81111111,-0.06055158,3.325578396,A with temperature: 45,charge,5,2,0.027248211,0,45.18151384,45
90.82777778,-0.06055158,3.327291909,A with temperature: 45,charge,5,2,0.028257404,0,45.18717148,45
90.84444444,-0.06055158,3.328997271,A with temperature: 45,charge,5,2,0.029266597,0,45.19255365,45
90.86111111,-0.06055158,3.330651324,A with temperature: 45,charge,5,2,0.03027579,0,45.19666666,45
90.87777778,-0.06055158,3.332314454,A with temperature: 45,charge,5,2,0.031284983,0,45.19983124,45
90.89444444,-0.06055158,3.333896785,A with temperature: 45,charge,5,2,0.032294176,0,45.2022843,45
90.91111111,-0.06055158,3.335334359,A with temperature: 45,charge,5,2,0.033303369,0,45.20420712,45
90.92777778,-0.06055158,3.336779857,A with temperature: 45,charge,5,2,0.034312562,0,45.20573106,45
90.94444444,-0.06055158,3.33827535,A with temperature: 45,charge,5,2,0.035321755,0,45.20771228,45
90.96111111,-0.06055158,3.339831233,A with temperature: 45,charge,5,2,0.036330948,0,45.21099907,45
90.97777778,-0.06055158,3.341393602,A with temperature: 45,charge,5,2,0.037340141,0,45.21525615,45
90.99444444,-0.06055158,3.342962781,A with temperature: 45,charge,5,2,0.038349334,0,45.22024448,45
91.01111111,-0.06055158,3.344538546,A with temperature: 45,charge,5,2,0.039358527,0,45.2257857,45
91.02777778,-0.06055158,3.346120678,A with temperature: 45,charge,5,2,0.04036772,0,45.23174657,45
