SOC,dUdT
0.126,0.0001512363101562246
0.127,0.00014828854356090264
0.128,0.0001434384888947854
0.129,0.0001385884342286238
0.13,0.0001337383795624474
0.131,0.00012888832489630055
0.132,0.00012403827023013895
0.133,0.00011918821556391813
0.134,9.263434979376183e-05
0.135,6.351239626056193e-05
0.136,3.439044272727325e-05
0.137,5.268489194028957e-06
0.138,-2.3853464339215336e-05
0.139,-5.297541787245962e-05
0.14,-8.245591012819146e-05
0.14100000000000001,-0.0001168306797791773
0.14200000000000002,-0.00015120544943023713
0.14300000000000002,-0.00018558021908123777
0.14400000000000002,-0.00021995498873222363
0.145,-0.00025432975838325384
0.146,-0.0002887045280342841
0.147,-0.0003167236205539983
0.148,-0.00032486972013129133
0.149,-0.0003330158197086139
0.15,-0.0003411619192859216
0.151,-0.0003493080188632738
0.152,-0.00035745411844055196
0.153,-0.00036560021801787453
0.154,-0.0003699906734415847
0.155,-0.00036911700824840253
0.156,-0.0003682433430552203
0.157,-0.00036736967786199357
0.158,-0.0003664960126688262
0.159,-0.0003656223474756291
0.16,-0.0003647486822824468
0.161,-0.0003637515190377131
0.162,-0.0003626686913988216
0.163,-0.0003615858637599597
0.164,-0.00036050303612103853
0.165,-0.00035942020848216187
0.166,-0.00035833738084325555
0.167,-0.00035725455320433444
0.168,-0.00035588086823594206
0.169,-0.00035441758742079646
0.17,-0.0003529543066055473
0.171,-0.00035149102579034257
0.17200000000000001,-0.00035002774497519697
0.17300000000000001,-0.00034856446416002177
0.17400000000000002,-0.0003471011833447874
0.17500000000000002,-0.00034499344469540657
0.176,-0.00034284352130793097
0.177,-0.0003406935979203813
0.178,-0.00033854367453286133
0.179,-0.0003363937511453709
0.18,-0.0003342438277578361
0.181,-0.0003319640055399505
0.182,-0.00032866070962351597
0.183,-0.00032535741370712576
0.184,-0.00032205411779069116
0.185,-0.00031875082187430095
0.186,-0.0003154475259578812
0.187,-0.00031214423004149094
0.188,-0.0003083633516597664
0.189,-0.0003033941866576992
0.19,-0.000298425021655632
0.191,-0.0002934558566535796
0.192,-0.0002884866916515864
0.193,-0.0002835175266495044
0.194,-0.0002785483616474669
0.195,-0.0002724422191885467
0.196,-0.0002650053774131822
0.197,-0.0002575685356377437
0.198,-0.0002501316938623644
0.199,-0.00024269485208695544
0.2,-0.0002352580103115761
0.201,-0.00022782116853618199
0.202,-0.00021768581768300238
0.203,-0.0002059980806182343
0.20400000000000001,-0.00019431034355342185
0.20500000000000002,-0.0001826226064886686
0.20600000000000002,-0.00017093486942391532
0.20700000000000002,-0.00015924713235919167
0.20800000000000002,-0.000147559395294394
0.209,-0.0001454565713154472
0.21,-0.0001456185761557864
0.211,-0.00014578058099608125
0.212,-0.00014594258583640562
0.213,-0.00014610459067668563
0.214,-0.00014626659551701004
0.215,-0.00014642860035729005
0.216,-0.00015768746150428403
0.217,-0.000169139006897762
0.218,-0.00018059055229125478
0.219,-0.00019204209768474754
0.22,-0.00020349364307822553
0.221,-0.0002149451884718071
0.222,-0.0002245891976085405
0.223,-0.00022452732993807607
0.224,-0.00022446546226759684
0.225,-0.00022440359459716203
0.226,-0.00022434172692671243
0.227,-0.0002242798592562628
0.228,-0.00022421799158578356
0.229,-0.00022349915245478832
0.23,-0.00022145280896265028
0.231,-0.00021940646547049747
0.232,-0.00021736012197834465
0.233,-0.00021531377848614742
0.234,-0.0002132674349939798
0.23500000000000001,-0.0002112210915018714
0.23600000000000002,-0.00020877127173353537
0.23700000000000002,-0.00020592615017370447
0.23800000000000002,-0.00020308102861387353
0.23900000000000002,-0.0002002359070539686
0.24,-0.0001973907854941377
0.241,-0.00019454566393424757
0.242,-0.00019170054237440187
0.243,-0.00018878983165680676
0.244,-0.00018584813876159478
0.245,-0.00018290644586642715
0.246,-0.00017996475297118558
0.247,-0.00017702306007598835
0.248,-0.00017408136718086514
0.249,-0.00017113967428565317
0.25,-0.0001681073716598013
0.251,-0.000165059483844254
0.252,-0.00016201159602869191
0.253,-0.00015896370821320388
0.254,-0.0001559158203976418
0.255,-0.00015286793258206493
0.256,-0.00014981685766028165
0.257,-0.00014665223131932377
0.258,-0.00014348760497839545
0.259,-0.00014032297863743757
0.26,-0.0001371583522964649
0.261,-0.00013399372595559577
0.262,-0.00013082909961459346
0.263,-0.00012806638426382267
0.264,-0.0001268977134846457
0.265,-0.0001257290427054391
0.266,-0.00012456037192627693
0.267,-0.00012339170114708515
0.268,-0.00012222303036792296
0.269,-0.00012105435958864239
0.27,-0.0001230734738965582
0.271,-0.0001303959592610591
0.272,-0.000137718444625634
0.273,-0.0001450409299901201
0.274,-0.00015236341535465066
0.275,-0.00015968590071918117
0.276,-0.00016700838608371167
0.277,-0.00016906439731821448
0.278,-0.00016680251130533525
0.279,-0.00016454062529241162
0.28,-0.0001622787392795176
0.281,-0.00016001685326662356
0.28200000000000003,-0.00015775496725378872
0.28300000000000003,-0.0001554930812408799
0.28400000000000003,-0.0001533613935322528
0.28500000000000003,-0.0001512794520049403
0.28600000000000003,-0.0001491975104776722
0.28700000000000003,-0.00014711556895041894
0.28800000000000003,-0.00014503362742309165
0.289,-0.00014295168589580876
0.29,-0.0001408697443685851
0.291,-0.00013936897605877822
0.292,-0.00013793450300369348
0.293,-0.0001365000299485791
0.294,-0.00013506555689352394
0.295,-0.00013363108383842437
0.296,-0.0001321966107833544
0.297,-0.00013077636192139212
0.298,-0.00012954035681198955
0.299,-0.0001283043517025574
0.3,-0.00012706834659314002
0.301,-0.00012583234148375226
0.302,-0.0001245963363743201
0.303,-0.00012336033126490275
0.304,-0.00012202867363171389
0.305,-0.0001204034121609662
0.306,-0.00011877815069024807
0.307,-0.00011715288921952998
0.308,-0.00011552762774876747
0.309,-0.00011390236627801976
0.31,-0.00011227710480733125
0.311,-0.00011090513583059555
0.312,-0.00010988324926192292
0.313,-0.0001088613626932651
0.314,-0.00010783947612454807
0.315,-0.00010681758955589025
0.316,-0.00010579570298715843
0.317,-0.00010477381641844142
0.318,-0.00010338295471285897
0.319,-0.00010173974552703419
0.32,-0.00010009653634126857
0.321,-9.845332715541416e-05
0.322,-9.681011796963373e-05
0.323,-9.516690878380891e-05
0.324,-9.35236995980433e-05
0.325,-9.184326764784586e-05
0.326,-9.015158600694825e-05
0.327,-8.845990436597664e-05
0.328,-8.676822272503464e-05
0.329,-8.507654108403342e-05
0.33,-8.338485944313581e-05
0.331,-8.16931778021346e-05
0.332,-8.000348335641234e-05
0.333,-7.83139113154558e-05
0.334,-7.662433927448445e-05
0.335,-7.493476723355751e-05
0.336,-7.324519519257136e-05
0.337,-7.155562315164444e-05
0.338,-6.986582790500208e-05
0.339,-6.817433231907043e-05
0.34,-6.64828367330648e-05
0.341,-6.479134114714796e-05
0.342,-6.309984556121631e-05
0.343,-6.140834997521068e-05
0.34400000000000003,-5.971685438923464e-05
0.34500000000000003,-5.803196367787345e-05
0.34600000000000003,-5.636323565696013e-05
0.34700000000000003,-5.4694507636106025e-05
0.34800000000000003,-5.3025779615133506e-05
0.34900000000000003,-5.135705159432379e-05
0.35000000000000003,-4.9688323573469663e-05
0.35100000000000003,-4.801959555257116e-05
0.352,-4.6376698569716394e-05
0.353,-4.47636215040236e-05
0.354,-4.315054443833081e-05
0.355,-4.15374673726232e-05
0.356,-3.992439030696001e-05
0.357,-3.8311313241222816e-05
0.358,-3.669823617555961e-05
0.359,-3.507880674141734e-05
0.36,-3.3455776465691776e-05
0.361,-3.1832746189981017e-05
0.362,-3.0209715914255455e-05
0.363,-2.8586685638544696e-05
0.364,-2.696365536275995e-05
0.365,-2.5340625087034388e-05
0.366,-2.4766089143708538e-05
0.367,-2.443385572238341e-05
0.368,-2.4101622300984294e-05
0.369,-2.3769388879659176e-05
0.37,-2.3437155458289653e-05
0.371,-2.3104922036920137e-05
0.372,-2.2772688615595008e-05
0.373,-2.341335137262537e-05
0.374,-2.4067481944626187e-05
0.375,-2.4721612516597402e-05
0.376,-2.537574308853902e-05
0.377,-2.6029873660510244e-05
0.378,-2.668400423249626e-05
0.379,-2.724086229301516e-05
0.38,-2.72885839479981e-05
0.381,-2.733630560293665e-05
0.382,-2.738402725781599e-05
0.383,-2.7431748912739748e-05
0.384,-2.7479470567633886e-05
0.385,-2.7527192222572433e-05
0.386,-2.7316335132845673e-05
0.387,-2.6590954310148907e-05
0.388,-2.586557348749652e-05
0.389,-2.514019266481454e-05
0.39,-2.441481184204376e-05
0.391,-2.368943101936179e-05
0.392,-2.296405019667982e-05
0.393,-2.1957134265474237e-05
0.394,-2.067812847589163e-05
0.395,-1.939912268638302e-05
0.396,-1.8120116896785623e-05
0.397,-1.6841111107262222e-05
0.398,-1.556210531767962e-05
0.399,-1.428309952815622e-05
0.4,-1.2945846911704102e-05
0.401,-1.1581509266795228e-05
0.402,-1.0217171621975158e-05
0.403,-8.852833977155077e-06
0.404,-7.488496332246215e-06
0.405,-6.124158687426139e-06
0.406,-4.7598210426060695e-06
0.40700000000000003,-3.5422352241472745e-06
0.40800000000000003,-2.349205889925877e-06
0.40900000000000003,-1.1561765556304706e-06
0.41000000000000003,3.685277860572362e-08
0.41100000000000003,1.2298821129011234e-06
0.41200000000000003,2.4229114471669174e-06
0.41300000000000003,3.6122030080381447e-06
0.41400000000000003,4.68353918691265e-06
0.41500000000000004,5.754875365801952e-06
0.41600000000000004,6.826211544661654e-06
0.417,7.897547723506567e-06
0.418,8.96888390238106e-06
0.419,1.0040220081225964e-05
0.42,1.1105319619849362e-05
0.421,1.2146199913614803e-05
0.422,1.3187080207350643e-05
0.423,1.4227960501145695e-05
0.424,1.5268840794896346e-05
0.425,1.6309721088661793e-05
0.426,1.735060138236804e-05
0.427,1.836499832161503e-05
0.428,1.933597174513976e-05
0.429,2.0306945168664497e-05
0.43,2.1277918592204028e-05
0.431,2.2248892015743555e-05
0.432,2.3219865439223895e-05
0.433,2.419083886274863e-05
0.434,2.5157463411331288e-05
0.435,2.612057124980137e-05
0.436,2.708367908831584e-05
0.437,2.804678692677113e-05
0.438,2.9009894765315208e-05
0.439,2.997300260380008e-05
0.44,3.093611044225537e-05
0.441,3.1491036792310417e-05
0.442,3.189265407885208e-05
0.443,3.229427136546775e-05
0.444,3.2695888652053824e-05
0.445,3.3097505938684284e-05
0.446,3.349912322525555e-05
0.447,3.390074051188602e-05
0.448,3.326319919146381e-05
0.449,3.251150547917042e-05
0.45,3.175981176684742e-05
0.451,3.1008118054554026e-05
0.452,3.0256424342305028e-05
0.453,2.950473062999684e-05
0.454,2.87454758135909e-05
0.455,2.7893079465926276e-05
0.456,2.7040683118320877e-05
0.457,2.6188286770700655e-05
0.458,2.5335890423050844e-05
0.459,2.4483494075356626e-05
0.46,2.363109772775122e-05
0.461,2.295117612318979e-05
0.462,2.279104648295339e-05
0.463,2.2630916842613388e-05
0.464,2.247078720228818e-05
0.465,2.2310657562007382e-05
0.466,2.2150527921726574e-05
0.467,2.1990398281386574e-05
0.468,2.184484663911481e-05
0.46900000000000003,2.171916354394734e-05
0.47000000000000003,2.159348044870587e-05
0.47100000000000003,2.146779735356799e-05
0.47200000000000003,2.1342114258370923e-05
0.47300000000000003,2.1216431163203446e-05
0.47400000000000003,2.109074806803596e-05
0.47500000000000003,2.1293600246152524e-05
0.47600000000000003,2.1717980702854997e-05
0.47700000000000004,2.2142361159513055e-05
0.47800000000000004,2.256674161618594e-05
0.47900000000000004,2.2991122072858814e-05
0.48,2.3415502529502086e-05
0.481,2.383988298623415e-05
0.482,2.4301855067510154e-05
0.483,2.4774971679330144e-05
0.484,2.524808829117972e-05
0.485,2.5721204903029307e-05
0.486,2.6194321514864093e-05
0.487,2.6667438126684073e-05
0.488,2.714055473851886e-05
0.489,2.7554408693709975e-05
0.49,2.7964839420356438e-05
0.491,2.837527014695851e-05
0.492,2.8785700873619768e-05
0.493,2.9196131600221832e-05
0.494,2.9606562326838706e-05
0.495,3.0152730184270983e-05
0.496,3.169949085589681e-05
0.497,3.3246251527537445e-05
0.498,3.4793012199192886e-05
0.499,3.633977287084832e-05
0.5,3.7886533542488954e-05
0.501,3.850119274302019e-05
0.502,3.911585194347742e-05
0.503,3.9730511143979045e-05
0.504,4.002809112948041e-05
0.505,4.000644194360114e-05
0.506,4.095961113519716e-05
0.507,4.2446013454868736e-05
0.508,4.392695853447274e-05
0.509,4.5407903614106345e-05
0.51,4.688799430397239e-05
0.511,4.8342890399476574e-05
0.512,4.9800375457007076e-05
0.513,5.130989381243767e-05
0.514,5.284046842466243e-05
0.515,5.434567461696968e-05
0.516,5.585088080923253e-05
0.517,5.7340362123796305e-05
0.518,5.881784893033928e-05
0.519,6.0281358089631814e-05
0.52,6.168684401856021e-05
0.521,6.306636718640244e-05
0.522,6.443929195431391e-05
0.523,6.571728177606462e-05
0.524,6.615743111959701e-05
0.525,6.659758046308499e-05
0.526,6.701141333036551e-05
0.527,6.738490278672154e-05
0.528,6.777163069001548e-05
0.529,6.816792047330138e-05
0.53,6.787214973017565e-05
0.531,6.718074826552488e-05
0.532,6.648934680090366e-05
0.533,6.575804684657636e-05
0.534,6.497521695231123e-05
0.535,6.419538774362057e-05
0.536,6.343384289609162e-05
0.537,6.273900568197369e-05
0.538,6.204416846782616e-05
0.539,6.134933125361944e-05
0.54,6.0571317337185975e-05
0.541,5.975714522964683e-05
0.542,5.893400666321832e-05
0.543,5.811339660642988e-05
0.544,5.7294165164342954e-05
0.545,5.6474933722211645e-05
0.546,5.56557022800803e-05
0.547,5.4860393410785204e-05
0.548,5.407517738016814e-05
0.549,5.330048503283459e-05
0.55,5.258494075086479e-05
0.551,5.18693964688506e-05
0.552,5.115385218682162e-05
0.553,5.062592999485851e-05
0.554,5.19027258409239e-05
0.555,5.357012787955014e-05
0.556,5.481988195512171e-05
0.557,5.608583010020395e-05
0.558,5.735177824521221e-05
0.559,5.861772639032406e-05
0.56,5.990429547838508e-05
0.561,6.125939412935695e-05
0.562,6.253104710260281e-05
0.5630000000000001,6.355885131046966e-05
0.5640000000000001,6.458665551826251e-05
0.5650000000000001,6.561445972614416e-05
0.5660000000000001,6.66422639339222e-05
0.5670000000000001,6.76674232404584e-05
0.5680000000000001,6.868834003489701e-05
0.5690000000000001,5.256262886799686e-05
0.5700000000000001,3.324934070949521e-05
0.5710000000000001,1.3936052550875173e-05
0.5720000000000001,-5.377235607656083e-06
0.5730000000000001,-2.4690523766246516e-05
0.5740000000000001,-4.400577480093544e-05
0.5750000000000001,-6.186239854675544e-05
0.5760000000000001,-7.731233496071075e-05
0.577,-9.276194237470499e-05
0.578,-0.00010821154978864003
0.579,-0.0001236611572026195
0.58,-0.00013911076461667294
0.581,-0.00015456067260138405
0.582,-0.00016750771428493202
0.583,-0.0001802138228789542
0.584,-0.00019291994267294323
0.585,-0.00020562606246700627
0.586,-0.00021833218226102489
0.587,-0.00023103830205508792
0.588,-0.00024276428217675938
0.589,-0.0002532764435890715
0.59,-0.0002638379532592614
0.591,-0.0002744015815894259
0.592,-0.00028496520991961997
0.593,-0.0002955288382497549
0.594,-0.0003040754523641301
0.595,-0.00029821953539278947
0.596,-0.000289085294495939
0.597,-0.000283280562899154
0.598,-0.0002774758313023838
0.599,-0.00027167109970559883
0.6,-0.00026586636810885825
0.601,-0.00025716408296357855
0.602,-0.0002424742586097322
0.603,-0.00022674399949076902
0.604,-0.00021291215897184228
0.605,-0.0001990803184528859
0.606,-0.00018524847793397397
0.607,-0.00017136458921793366
0.608,-0.00015833320438953219
0.609,-0.00014773061632851296
0.61,-0.00013732424387378738
0.611,-0.00012630751479897798
0.612,-0.00011529078572419815
0.613,-0.00010427405664941832
0.614,-9.258062518460096e-05
0.615,-8.232582159060898e-05
0.616,-7.357767529315672e-05
0.617,-6.471031972239237e-05
0.618,-5.549145631163466e-05
0.619,-4.627259290087696e-05
0.62,-3.694756641646631e-05
0.621,-2.6837386019718178e-05
0.622,-1.8733740400211676e-05
0.623,-1.1594205156663272e-05
0.624,-4.118134990355513e-06
0.625,3.5587665759811218e-06
0.626,1.1235668142243755e-05
0.627,1.933961219523955e-05
0.628,2.764162715140331e-05
0.629,3.390221263120019e-05
0.63,3.955550277243221e-05
0.631,4.56819032325892e-05
0.632,5.1888940692798907e-05
0.633,5.820096787355253e-05
0.634,6.496620713095605e-05
0.635,7.140356783750015e-05
0.636,7.636314916540555e-05
0.637,8.084300429407997e-05
0.638,8.581792854273262e-05
0.639,9.079285279135565e-05
0.64,9.625315102904997e-05
0.641,0.00010189980406011928
0.642,0.0001070128021885933
0.643,0.00011106369102006077
0.644,0.00011486017191068734
0.645,0.00011901721160134882
0.646,0.0001233253089490045
0.647,0.00012806997734424037
0.648,0.00013281464573946142
0.649,0.00013697709216484296
0.65,0.00014046699767718076
0.651,0.00014385383849729625
0.652,0.0001474954183173395
0.653,0.00015158923049285526
0.654,0.00015580213404230058
0.655,0.0001600150375917755
0.656,0.0001634764649528281
0.657,0.00016643561111208304
0.658,0.00016941138221476416
0.659,0.00017270501907246655
0.66,0.0001763018761521268
0.661,0.00017989873323175746
0.662,0.0001834955903114029
0.663,0.00018643152951462036
0.664,0.0001890809724722412
0.665,0.0001918159419910472
0.666,0.00019500128125851928
0.667,0.00019824455548222075
0.668,0.00020148782970596664
0.669,0.00020469761296381783
0.67,0.00020736368304564762
0.671,0.00020984978905317928
0.672,0.00021257105016247966
0.673,0.00021556523535183362
0.674,0.00021855942054115797
0.675,0.0002215536057304675
0.676,0.00022446200501476742
0.677,0.00022707876393613462
0.678,0.0002296092139819298
0.679,0.00023242893205343654
0.68,0.00023527323069547432
0.681,0.00023811752933752692
0.682,0.0002409618279795795
0.683,0.0002436639862632796
0.684,0.00024611316572757924
0.685,0.0002484430730406503
0.686,0.00025085079490594386
0.687,0.0002532585167712374
0.6880000000000001,0.000255666238636531
0.6890000000000001,0.00025807396050185415
0.6900000000000001,0.00026033198656509165
0.6910000000000001,0.00026247824936455853
0.6920000000000001,0.00026485965995806475
0.6930000000000001,0.0002672524815636815
0.6940000000000001,0.0002696453031693131
0.6950000000000001,0.00027203812477492986
0.6960000000000001,0.00027443094638054667
0.6970000000000001,0.0002769107870081156
0.6980000000000001,0.0002793255457092652
0.6990000000000001,0.00028168792932410555
0.7000000000000001,0.0002841033969389718
0.7010000000000001,0.00028651886455380836
0.7020000000000001,0.0002889343321687042
0.7030000000000001,0.0002913497997835555
0.704,0.0002936401654812469
0.705,0.00029564319572184433
0.706,0.0002976767810418096
0.707,0.0002997657300617085
0.708,0.00030185467908168135
0.709,0.0003039436281016691
0.71,0.00030600406040288513
0.711,0.0003077969287750797
0.712,0.00030949161508897976
0.713,0.00031124308043348155
0.714,0.0003130273254579343
0.715,0.00031481157048250544
0.716,0.0003165958155069285
0.717,0.0003183462333586693
0.718,0.00032006990981368617
0.719,0.00032171771004269777
0.72,0.0003234361494717303
0.721,0.00032516989406072497
0.722,0.0003269036386497788
0.723,0.0003286373832387883
0.724,0.000330374988638696
0.725,0.0003320484220391231
0.726,0.0003336750300225916
0.727,0.0003353733323860815
0.728,0.00033707365430952146
0.729,0.00033877397623302053
0.73,0.00034050064280974677
0.731,0.0003422386208584728
0.732,0.0003439008406950295
0.733,0.00034553650256656336
0.734,0.00034722793403809364
0.735,0.0003489193655096535
0.736,0.0003506107969812282
0.737,0.00035237677963434965
0.738,0.0003540713062540371
0.739,0.0003557152908560313
0.74,0.00035735259463866043
0.741,0.0003590295593812647
0.742,0.00036070652412388375
0.743,0.00036240599633642693
0.744,0.00036416498707499676
0.745,0.000365824613731285
0.746,0.0003674529488117184
0.747,0.0003690752400539865
0.748,0.0003707053197762593
0.749,0.0003723353994985024
0.75,0.00037402219039102283
0.751,0.00037571029306908204
0.752,0.00037732812095597876
0.753,0.00037894879833316546
0.754,0.0003805672688486291
0.755,0.0003821837956641678
0.756,0.00038376026825359303
0.757,0.0003852601453609442
0.758,0.00038680061951274045
0.759,0.000388427496521963
0.76,0.00039006814764377967
0.761,0.00039172249290558256
0.762,0.0003933820057673861
0.763,0.00039502717662101105
0.764,0.00039667035202770295
0.765,0.0003983095036633239
0.766,0.00039994629845182395
0.767,0.0004015903317117608
0.768,0.0004031908372917404
0.769,0.0004047763268471494
0.77,0.0004063491399670769
0.771,0.00040792195308703404
0.772,0.00040962619353994434
0.773,0.0004114199917360969
0.774,0.0004132569614121962
0.775,0.0004150600910683236
0.776,0.0004166915600297256
0.777,0.000418313390797845
0.778,0.0004199352215659052
0.779,0.0004217304876310382
0.78,0.00042356877318826074
0.781,0.00042542055198925837
0.782,0.00042720898935138504
0.783,0.0004289113554386363
0.784,0.0004306137215258578
0.785,0.00043231560941374533
0.786,0.00043398995737587234
0.787,0.00043565563383537147
0.788,0.00043732305321939464
0.789,0.00043902230947780456
0.79,0.0004407215657361554
0.791,0.0004424208219945653
0.792,0.0004441181050653037
0.793,0.00044580703746864895
0.794,0.0004474875735518468
0.795,0.0004491816849893736
0.796,0.0004508898851256812
0.797,0.00045259808526206273
0.798,0.0004543062853984
0.799,0.00045600545092289597
0.8,0.0004576889304198361
0.801,0.00045937315005837616
0.802,0.00046103319403699715
0.803,0.0004626913436955232
0.804,0.00046434949335409366
0.805,0.00046600764301263446
0.806,0.00046765987238128526
0.807,0.00046930669370961054
0.808,0.00047090399225140864
0.809,0.00047246965340289764
0.81,0.0004740346841543824
0.811,0.0004755997149059116
0.812,0.0004771647456574555
0.8130000000000001,0.0004787261523349785
0.8140000000000001,0.00048028139806565655
0.8150000000000001,0.00048181155749918805
0.8160000000000001,0.0004833416910926982
0.8170000000000001,0.00048487182278618006
0.8180000000000001,0.00048640195447963234
0.8190000000000001,0.00048793208617312897
0.8200000000000001,0.0004894622373666982
0.8210000000000001,0.0004909755307382238
0.8220000000000001,0.0004924812989766769
0.8230000000000001,0.0004939863114550691
0.8240000000000001,0.0004954913239334611
0.8250000000000001,0.0004969963364118828
0.8260000000000001,0.0004985016388834803
0.8270000000000001,0.000500005973349091
0.8280000000000001,0.0005014927651750937
0.8290000000000001,0.0005029985268457587
0.8300000000000001,0.0005045645501163794
0.8310000000000001,0.0005061305733870297
0.8320000000000001,0.0005076965966576357
0.833,0.0005093504914444177
0.834,0.0005115554342632522
0.835,0.0005137982886856038
0.836,0.0005160462455548023
0.837,0.0005183191756239542
0.838,0.0005205921056931949
0.839,0.0005228650357623912
0.84,0.0005250254207140676
0.841,0.0005269091175997287
0.842,0.000528943574518542
0.843,0.0005309057456170469
0.844,0.0005328024463155515
0.845,0.0005346991470140563
0.846,0.0005365958477125906
0.847,0.0005384020106693384
0.848,0.0005402098159235125
0.849,0.0005419944182572036
0.85,0.0005438169085909417
0.851,0.000545656827404684
0.852,0.0005474967462183821
0.853,0.000549396849987184
0.854,0.0005511848681616626
0.855,0.0005528783478484617
0.856,0.0005545162416274376
0.857,0.0005561369199864538
0.858,0.0005577542117055471
0.859,0.0005593715034245812
0.86,0.0005609612727669023
0.861,0.0005625337739235914
0.862,0.0005641272325528758
0.863,0.0005657455797492248
0.864,0.0005673198931855775
0.865,0.0005688935950419066
0.866,0.0005704125533391984
0.867,0.0005718712383657696
0.868,0.0005734346221794422
0.869,0.0005750234263833588
0.87,0.0005766218223977364
0.871,0.0005781871938121104
0.872,0.0005797525652264549
0.873,0.0005812146869662668
0.874,0.0005834317888754446
0.875,0.0005876014282497399
0.876,0.0005917991294016092
0.877,0.0005959943449613052
0.878,0.0006001653722010226
0.879,0.0006033741186269742
0.88,0.0006056154051983858
0.881,0.0006097671721695721
0.882,0.0006162172338152716
0.883,0.0006245583133776009
0.884,0.0006322245736431636
0.885,0.0006387625766703185
0.886,0.0006408319897530737
0.887,0.000642901402835666
0.888,0.0006455004320910991
0.889,0.000648464201016487
0.89,0.0006518060923578929
0.891,0.0006548182786193336
0.892,0.0006572492113664384
0.893,0.000659412616974464
0.894,0.0006615760225825191
0.895,0.0006640125603213139
0.896,0.0006665586835788499
0.897,0.0006692125579366654
0.898,0.0006714498770831794
0.899,0.0006727468457676161
0.9,0.0006740438144520085
0.901,0.0006753407831364156
0.902,0.0006767285585346525
0.903,0.0006781398682101921
0.904,0.0006795778918533937
